taxon	rank	trait_id	trait_name	mean_value	unit	sd	n	origin
Eriophorum vaginatum L.	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Eriophorum vaginatum L.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
"Lysimachia maritima (L.) Galasso, Banfi & Soldano"	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
"Lysimachia maritima (L.) Galasso, Banfi & Soldano"	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
"Lysimachia maritima (L.) Galasso, Banfi & Soldano"	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
"Lysimachia maritima (L.) Galasso, Banfi & Soldano"	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
"Lysimachia maritima (L.) Galasso, Banfi & Soldano"	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
"Lysimachia maritima (L.) Galasso, Banfi & Soldano"	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Cornus suecica L.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	361.3	mm^2	NA	1	arctic mean
Cornus suecica L.	species	14	Leaf nitrogen (N) content per leaf dry mass	12.25693966	mg/g	10.26766576	5	arctic mean
Cornus suecica L.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	27.91584094	mm^2/mg	NA	1	arctic mean
Cornus suecica L.	species	3106	Plant height vegetative	0.1	m	NA	1	arctic mean
Cornus suecica L.	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Cornus suecica L.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Rubus idaeus L.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Rubus idaeus L.	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Rubus idaeus L.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Rubus idaeus L.	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Rubus idaeus L.	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Rubus idaeus L.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Bistorta vivipara L.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Bistorta vivipara L.	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Bistorta vivipara L.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Bistorta vivipara L.	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Bistorta vivipara L.	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Bistorta vivipara L.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Trichophorum cespitosum (L.) Hartm.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Trichophorum cespitosum (L.) Hartm.	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Trichophorum cespitosum (L.) Hartm.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Trichophorum cespitosum (L.) Hartm.	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Trichophorum cespitosum (L.) Hartm.	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Trichophorum cespitosum (L.) Hartm.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Silene acaulis (L.) Jacq.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Silene acaulis (L.) Jacq.	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Silene acaulis (L.) Jacq.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	23.18	mm^2/mg	NA	1	arctic mean
Silene acaulis (L.) Jacq.	species	3106	Plant height vegetative	0.0293	m	NA	1	arctic mean
Silene acaulis (L.) Jacq.	species	26	Seed dry mass	0.28	mg	NA	1	arctic mean
Silene acaulis (L.) Jacq.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Plantago major L.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Plantago major L.	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Plantago major L.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Plantago major L.	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Plantago major L.	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Plantago major L.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Sphagnum fuscum (Schimp.) H. Klinggr.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Sphagnum fuscum (Schimp.) H. Klinggr.	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Sphagnum fuscum (Schimp.) H. Klinggr.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Sphagnum fuscum (Schimp.) H. Klinggr.	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Sphagnum fuscum (Schimp.) H. Klinggr.	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Sphagnum fuscum (Schimp.) H. Klinggr.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Racomitrium lanuginosum (Hedw.) Brid.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Racomitrium lanuginosum (Hedw.) Brid.	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Racomitrium lanuginosum (Hedw.) Brid.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Racomitrium lanuginosum (Hedw.) Brid.	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Racomitrium lanuginosum (Hedw.) Brid.	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Racomitrium lanuginosum (Hedw.) Brid.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Salix arctica Pall.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Salix arctica Pall.	species	14	Leaf nitrogen (N) content per leaf dry mass	24.83765438	mg/g	8.935029619	16	arctic mean
Salix arctica Pall.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Salix arctica Pall.	species	3106	Plant height vegetative	0.2	m	NA	1	arctic mean
Salix arctica Pall.	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Salix arctica Pall.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Salix alaxensis (Andersson) Coville	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Salix alaxensis (Andersson) Coville	species	14	Leaf nitrogen (N) content per leaf dry mass	18	mg/g	NA	1	arctic mean
Salix alaxensis (Andersson) Coville	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Salix alaxensis (Andersson) Coville	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Salix alaxensis (Andersson) Coville	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Salix alaxensis (Andersson) Coville	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Empetrum eamesii Fernald & Wiegand	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Empetrum eamesii Fernald & Wiegand	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Empetrum eamesii Fernald & Wiegand	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Empetrum eamesii Fernald & Wiegand	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Empetrum eamesii Fernald & Wiegand	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Empetrum eamesii Fernald & Wiegand	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Stellaria graminea L.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Stellaria graminea L.	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Stellaria graminea L.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Stellaria graminea L.	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Stellaria graminea L.	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Stellaria graminea L.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Hippuris vulgaris L.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	49.5	mm^2	NA	1	arctic mean
Hippuris vulgaris L.	species	14	Leaf nitrogen (N) content per leaf dry mass	26.79358489	mg/g	NA	1	arctic mean
Hippuris vulgaris L.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	97.75978589	mm^2/mg	NA	1	arctic mean
Hippuris vulgaris L.	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Hippuris vulgaris L.	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Hippuris vulgaris L.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
bryopsida	class	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
bryopsida	class	14	Leaf nitrogen (N) content per leaf dry mass	6.3	mg/g	NA	1	arctic mean
bryopsida	class	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
bryopsida	class	3106	Plant height vegetative	NA	m	NA	0	arctic mean
bryopsida	class	26	Seed dry mass	NA	mg	NA	0	arctic mean
bryopsida	class	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
jungermanniopsida	class	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
jungermanniopsida	class	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
jungermanniopsida	class	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
jungermanniopsida	class	3106	Plant height vegetative	NA	m	NA	0	arctic mean
jungermanniopsida	class	26	Seed dry mass	NA	mg	NA	0	arctic mean
jungermanniopsida	class	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
magnoliopsida	class	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
magnoliopsida	class	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
magnoliopsida	class	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
magnoliopsida	class	3106	Plant height vegetative	NA	m	NA	0	arctic mean
magnoliopsida	class	26	Seed dry mass	NA	mg	NA	0	arctic mean
magnoliopsida	class	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
podicipediformes	class	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
podicipediformes	class	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
podicipediformes	class	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
podicipediformes	class	3106	Plant height vegetative	NA	m	NA	0	arctic mean
podicipediformes	class	26	Seed dry mass	NA	mg	NA	0	arctic mean
podicipediformes	class	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
polytrichopsida	class	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
polytrichopsida	class	14	Leaf nitrogen (N) content per leaf dry mass	12.215125	mg/g	0.02138998	2	arctic mean
polytrichopsida	class	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
polytrichopsida	class	3106	Plant height vegetative	NA	m	NA	0	arctic mean
polytrichopsida	class	26	Seed dry mass	NA	mg	NA	0	arctic mean
polytrichopsida	class	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
betulaceae	order	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	249.9978261	mm^2	674.2437163	23	arctic mean
betulaceae	order	14	Leaf nitrogen (N) content per leaf dry mass	23.43590857	mg/g	9.248771586	98	arctic mean
betulaceae	order	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	12.42866532	mm^2/mg	1.521355767	24	arctic mean
betulaceae	order	3106	Plant height vegetative	2.8063125	m	3.4666528	8	arctic mean
betulaceae	order	26	Seed dry mass	NA	mg	NA	0	arctic mean
betulaceae	order	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
bryales	order	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
bryales	order	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
bryales	order	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
bryales	order	3106	Plant height vegetative	NA	m	NA	0	arctic mean
bryales	order	26	Seed dry mass	NA	mg	NA	0	arctic mean
bryales	order	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
cupressales	order	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	15	mm^2	NA	1	arctic mean
cupressales	order	14	Leaf nitrogen (N) content per leaf dry mass	10.95255888	mg/g	5.198267887	17	arctic mean
cupressales	order	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	7.537817498	mm^2/mg	NA	1	arctic mean
cupressales	order	3106	Plant height vegetative	0.4	m	NA	1	arctic mean
cupressales	order	26	Seed dry mass	NA	mg	NA	0	arctic mean
cupressales	order	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
dicranales	order	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
dicranales	order	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
dicranales	order	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
dicranales	order	3106	Plant height vegetative	NA	m	NA	0	arctic mean
dicranales	order	26	Seed dry mass	NA	mg	NA	0	arctic mean
dicranales	order	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
encalyptales	order	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
encalyptales	order	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
encalyptales	order	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
encalyptales	order	3106	Plant height vegetative	NA	m	NA	0	arctic mean
encalyptales	order	26	Seed dry mass	NA	mg	NA	0	arctic mean
encalyptales	order	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
ericales	order	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	99.98224359	mm^2	126.8429113	52	arctic mean
ericales	order	14	Leaf nitrogen (N) content per leaf dry mass	13.51356051	mg/g	5.294738483	340	arctic mean
ericales	order	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	10.39785986	mm^2/mg	8.360856419	68	arctic mean
ericales	order	3106	Plant height vegetative	0.121288462	m	0.085170663	26	arctic mean
ericales	order	26	Seed dry mass	0.2164	mg	0.288853365	10	arctic mean
ericales	order	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
hypnales	order	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
hypnales	order	14	Leaf nitrogen (N) content per leaf dry mass	6.3	mg/g	NA	1	arctic mean
hypnales	order	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
hypnales	order	3106	Plant height vegetative	NA	m	NA	0	arctic mean
hypnales	order	26	Seed dry mass	NA	mg	NA	0	arctic mean
hypnales	order	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
jungermanniales	order	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
jungermanniales	order	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
jungermanniales	order	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
jungermanniales	order	3106	Plant height vegetative	NA	m	NA	0	arctic mean
jungermanniales	order	26	Seed dry mass	NA	mg	NA	0	arctic mean
jungermanniales	order	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
podicipedidae	order	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
podicipedidae	order	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
podicipedidae	order	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
podicipedidae	order	3106	Plant height vegetative	NA	m	NA	0	arctic mean
podicipedidae	order	26	Seed dry mass	NA	mg	NA	0	arctic mean
podicipedidae	order	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
polypodiales	order	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
polypodiales	order	14	Leaf nitrogen (N) content per leaf dry mass	23.71134651	mg/g	6.542622765	12	arctic mean
