timeline_id,bin_early,bin_late,morphotype
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,7500,7000,Minuartia-Silene t.
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,7500,7000,Salix herbacaea t.
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,8000,7500,Alnus
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,8000,7500,Betula
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,8000,7500,Cyperaceae
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,8000,7500,Empetrum hermap
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,8000,7500,Gramineae
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,8000,7500,Lycopodium dubium
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,8000,7500,Salix glauca t.
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,8000,7500,Salix herbacaea t.
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,8000,7500,Huperzia selago
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,8000,7500,Dryopteris t.
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,8500,8000,Alnus
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,8500,8000,Betula
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,8500,8000,Cyperaceae
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,8500,8000,Empetrum hermap
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,8500,8000,Gramineae
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,8500,8000,Huperzia selago
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,8500,8000,Salix glauca t.
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,8500,8000,Salix herbacaea t.
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,8500,8000,Dryopteris t.
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,8500,8000,Loiseleuria procumbens
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,9000,8500,Alnus
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,9000,8500,Betula
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,9000,8500,Cyperaceae
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,9000,8500,Dryopteris t.
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,9000,8500,Gramineae
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,9000,8500,Loiseleuria procumbens
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,9000,8500,Oxyria digyna
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,9000,8500,Phyllodoce coerulea
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,9000,8500,Salix glauca t.
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,9000,8500,Salix herbacaea t.
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,9000,8500,Empetrum hermap
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,9000,8500,Ledum
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,9500,9000,Alnus
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,9500,9000,Betula
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,9500,9000,Cyperaceae
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,9500,9000,Dryopteris t.
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,9500,9000,Gramineae
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,9500,9000,Loiseleuria procumbens
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,9500,9000,Oxyria digyna
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,9500,9000,Phyllodoce coerulea
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,9500,9000,Salix glauca t.
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,9500,9000,Salix herbacaea t.
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,9500,9000,Empetrum hermap
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,9500,9000,Ledum
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,10000,9500,Betula
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,10000,9500,Cyperaceae
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,10000,9500,Dryopteris t.
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,10000,9500,Empetrum hermap
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,10000,9500,Gramineae
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,10000,9500,Oxyria digyna
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,10000,9500,Cerastium-Stellaria t.
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,10000,9500,Minuartia-Silene t.
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,10500,10000,Cyperaceae
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,10500,10000,Empetrum hermap
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,10500,10000,Gramineae
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,10500,10000,Oxyria digyna
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,10500,10000,Betula
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,10500,10000,Cerastium-Stellaria t.
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,10500,10000,Minuartia-Silene t.
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,10500,10000,Alnus
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,10500,10000,Ranunculaceae
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,11000,10500,Alnus
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,11000,10500,Betula
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,11000,10500,Gramineae
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b,11000,10500,Ranunculaceae
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,500,0,Alnus
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,500,0,Betula
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,500,0,Bortychium
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,500,0,Cristatella mucedo
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,500,0,Cyperaceae
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,500,0,Diphasium
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,500,0,Empetrum
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,500,0,Gramineae
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,500,0,Hippuris vulgaris
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,500,0,Isoetes setacea
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,500,0,Lycopodium dubium
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,500,0,P. angulosum
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,500,0,Salix glauca t.
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,500,0,Sedum
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,500,0,Filinia
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,500,0,Gymnocarpium dryopt.
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,500,0,Oxyria digyna
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,1000,500,Alnus
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,1000,500,Betula
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,1000,500,Cyperaceae
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,1000,500,Diphasium
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,1000,500,Empetrum
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,1000,500,Filinia
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,1000,500,Gramineae
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,1000,500,Gymnocarpium dryopt.
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,1000,500,Isoetes setacea
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,1000,500,Oxyria digyna
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,1000,500,Salix glauca t.
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,1000,500,Lycopodium dubium
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,1000,500,Ledum
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,1500,1000,Alnus
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,1500,1000,Betula
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,1500,1000,Cyperaceae
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,1500,1000,Diphasium
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,1500,1000,Empetrum
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,1500,1000,Filinia
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,1500,1000,Gramineae
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,1500,1000,Gymnocarpium dryopt.
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,1500,1000,Isoetes setacea
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,1500,1000,Oxyria digyna
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,1500,1000,Salix glauca t.
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,1500,1000,Lycopodium dubium
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,1500,1000,Ledum
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,1500,1000,Dryopteris type
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,1500,1000,Hippuris vulgaris
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,1500,1000,Liguliflorae
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,1500,1000,Thalictrum alpinum
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,1500,1000,Tofieldia
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,2000,1500,Alnus
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,2000,1500,Betula
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,2000,1500,Cyperaceae
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,2000,1500,Diphasium
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,2000,1500,Empetrum
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,2000,1500,Gramineae
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,2000,1500,Isoetes setacea
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,2000,1500,Lycopodium dubium
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,2000,1500,Salix glauca t.
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,2000,1500,Ledum
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,2000,1500,Oxyria digyna
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,2000,1500,Dryopteris type
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,2000,1500,Hippuris vulgaris
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,2000,1500,Liguliflorae
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,2000,1500,Thalictrum alpinum
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,2000,1500,Tofieldia
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,2500,2000,Alnus
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,2500,2000,Betula
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,2500,2000,Cyperaceae
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,2500,2000,Diphasium
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,2500,2000,Empetrum
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,2500,2000,Gramineae
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,2500,2000,Isoetes setacea
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,2500,2000,Lycopodium dubium
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,2500,2000,Salix glauca t.
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,2500,2000,Ledum
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,2500,2000,Oxyria digyna
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,2500,2000,Dryopteris type
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,2500,2000,Hippuris vulgaris
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,2500,2000,Liguliflorae
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,2500,2000,Thalictrum alpinum
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,2500,2000,Tofieldia
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,2500,2000,Myriophyllum spicatum
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,3000,2500,Alnus
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,3000,2500,Betula
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,3000,2500,Cyperaceae
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,3000,2500,Empetrum
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,3000,2500,Gramineae
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,3000,2500,Isoetes setacea
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,3000,2500,Ledum
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,3000,2500,Lycopodium dubium
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,3000,2500,Oxyria digyna
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,3000,2500,Salix glauca t.
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,3000,2500,Diphasium
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,3000,2500,Dryopteris type
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,3000,2500,Hippuris vulgaris
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,3000,2500,Liguliflorae
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,3000,2500,Thalictrum alpinum
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,3000,2500,Tofieldia
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,3000,2500,Myriophyllum spicatum
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,3500,3000,Alnus
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,3500,3000,Betula
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,3500,3000,Cyperaceae
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,3500,3000,Diphasium
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,3500,3000,Dryopteris type
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,3500,3000,Empetrum
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,3500,3000,Gramineae
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,3500,3000,Hippuris vulgaris
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,3500,3000,Ledum
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,3500,3000,Liguliflorae
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,3500,3000,Lycopodium dubium
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,3500,3000,Salix glauca t.
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,3500,3000,Thalictrum alpinum
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,3500,3000,Tofieldia
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,3500,3000,Isoetes setacea
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,3500,3000,Myriophyllum spicatum
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,3500,3000,Juniperus communis
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,4000,3500,Alnus
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,4000,3500,Betula
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,4000,3500,Cyperaceae
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,4000,3500,Dryopteris type
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,4000,3500,Empetrum
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,4000,3500,Gramineae
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,4000,3500,Hippuris vulgaris
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,4000,3500,Isoetes setacea
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,4000,3500,Lycopodium dubium
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,4000,3500,Salix glauca t.
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,4000,3500,Diphasium
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,4000,3500,Myriophyllum spicatum
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,4000,3500,Tofieldia
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,4000,3500,Juniperus communis
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,4000,3500,Ledum
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,4000,3500,Oxyria digyna
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,4500,4000,Alnus
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,4500,4000,Betula
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,4500,4000,Cyperaceae
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,4500,4000,Dryopteris type
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,4500,4000,Empetrum
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,4500,4000,Gramineae
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,4500,4000,Hippuris vulgaris
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,4500,4000,Isoetes setacea
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,4500,4000,Juniperus communis
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,4500,4000,Ledum
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,4500,4000,Lycopodium dubium
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,4500,4000,Myriophyllum spicatum
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,4500,4000,Salix glauca t.
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,4500,4000,Oxyria digyna
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,5000,4500,Alnus
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,5000,4500,Betula
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,5000,4500,Cyperaceae
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,5000,4500,Empetrum
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,5000,4500,Gramineae
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,5000,4500,Hippuris vulgaris
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,5000,4500,Isoetes setacea
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,5000,4500,Juniperus communis
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,5000,4500,Lycopodium dubium
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,5000,4500,Oxyria digyna
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,5000,4500,Salix glauca t.
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,5000,4500,Dryopteris type
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,5000,4500,Minuartia-Silene t.
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,5000,4500,Myriophyllum spicatum
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,5000,4500,Thalictrum alpinum
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,5000,4500,Ranunculus
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,5000,4500,Diphasium
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,5000,4500,Tofieldia
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,5500,5000,Alnus
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,5500,5000,Betula
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,5500,5000,Cyperaceae
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,5500,5000,Empetrum
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,5500,5000,Gramineae
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,5500,5000,Juniperus communis
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,5500,5000,Lycopodium dubium
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,5500,5000,Minuartia-Silene t.
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,5500,5000,Myriophyllum spicatum
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,5500,5000,Salix glauca t.
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,5500,5000,Thalictrum alpinum
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,5500,5000,Dryopteris type
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,5500,5000,Isoetes setacea
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,5500,5000,Ranunculus
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,5500,5000,Diphasium
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,5500,5000,Tofieldia
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,5500,5000,Hippuris vulgaris
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,5500,5000,Rumex acetosella
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,6000,5500,Cyperaceae
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,6000,5500,Dryopteris type
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,6000,5500,Empetrum
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,6000,5500,Gramineae
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,6000,5500,Isoetes setacea
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,6000,5500,Ranunculus
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,6000,5500,Alnus
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,6000,5500,Betula
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,6000,5500,Diphasium
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,6000,5500,Juniperus communis
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,6000,5500,Lycopodium dubium
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,6000,5500,Salix glauca t.
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,6000,5500,Tofieldia
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,6000,5500,Hippuris vulgaris
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,6000,5500,Rumex acetosella
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,6000,5500,Gymnocarpium dryopt.
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,6000,5500,Sparganium
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,6500,6000,Alnus
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,6500,6000,Betula
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,6500,6000,Cyperaceae
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,6500,6000,Empetrum
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,6500,6000,Gramineae
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,6500,6000,Gymnocarpium dryopt.
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,6500,6000,Isoetes setacea
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,6500,6000,Juniperus communis
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,6500,6000,Lycopodium dubium
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,6500,6000,Salix glauca t.
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,6500,6000,Sparganium
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,6500,6000,Dryopteris type
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,6500,6000,Hippuris vulgaris
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,6500,6000,Oxyria digyna
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,6500,6000,Ranunculus
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,7000,6500,Alnus
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,7000,6500,Betula
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,7000,6500,Cyperaceae
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,7000,6500,Dryopteris type
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,7000,6500,Empetrum
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,7000,6500,Gramineae
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,7000,6500,Gymnocarpium dryopt.
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,7000,6500,Hippuris vulgaris
individualtimelinenode_317065f9-d59a-4a58-9592-ba20dcf81572,7000,6500,Isoetes setacea
