timeline_id	site_name	coord	age_ybp	morphotype	taxon	rank	taxon-tree	data-value
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2305.000000	Alnus sp.	Alnus	Genus	Life > Kingdom > Phylum > Order > Family > Genus	27.446810
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2305.000000	Artemisia sp.	Artemisia	Genus	Life > Kingdom > Phylum > Order > Family > Subfamily > Tribe > Genus	0.555560
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2305.000000	Betula sp.	Betula	Genus	Life > Kingdom > Phylum > Order > Family > Genus	42.500000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2305.000000	Botrychium sp.	Botrychium	Genus	Life > Kingdom > Phylum > Class > Order > Family > Subfamily > Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2305.000000	Campanula sp.	Campanula	Genus	Life > Kingdom > Phylum > Order > Family > Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2305.000000	Cerastium-Stellaria type	Stellaria longipes Goldie	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2305.000000	Cerastium-Stellaria type	Cerastium fontanum Baumg.	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2305.000000	Cerastium-Stellaria type	Cerastium alpinum L.	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2305.000000	Dryas type	Dryas	Genus	Life > Kingdom > Phylum > Order > Family > Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2305.000000	Dryopteris type	Polypodiaceae	Family	Life > Kingdom > Phylum > Class > Order > Family	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2305.000000	Euphrasia type	Rhinanthus	Genus	Life > Kingdom > Phylum > Order > Family > Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2305.000000	Euphrasia type	Euphrasia	Genus	Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2305.000000	Euphrasia type	Bartsia	Genus	Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2305.000000	Galium sp.	Galium	Genus	Life > Kingdom > Phylum > Order > Family > Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2305.000000	Gymnocarpium dryopteris	Gymnocarpium dryopteris (L.) Newman	Species	Species	1.111110
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2305.000000	Juniperus communis	Juniperus communis L.	Species	Life > Kingdom > Phylum > Class > Order > Family > Genus > Species	1.818180
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2305.000000	Luzula-Juncus	Juncus	Genus	Life > Kingdom > Phylum > Order > Family > Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2305.000000	Luzula-Juncus	Luzula	Genus	Life > Kingdom > Phylum > Order > Family > Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2305.000000	Lycopodium dubium	Lycopodium clavatum L.	Species	Life > Kingdom > Phylum > Class > Order > Family > Subfamily > Genus > Species	3.750000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2305.000000	Potentilla-Comarum type	Sibbaldia procumbens L.	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2305.000000	Potentilla-Comarum type	Comarum palustre L.	Species	Life > Kingdom > Phylum > Order > Family > Genus > Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2305.000000	Potentilla-Comarum type	Potentilla hyparctica Malte	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2305.000000	Potentilla-Comarum type	Potentilla nivea L.	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2305.000000	Potentilla-Comarum type	Potentilla hookeriana Lehm.	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2305.000000	Ranunculus sp.	Ranunculus	Genus	Life > Kingdom > Phylum > Order > Family > Genus	1.176470
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2305.000000	Rumex acetosella	Rumex acetosella L.	Species	Life > Kingdom > Phylum > Order > Family > Genus > Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2305.000000	Saxifraga oppositifolia type	Saxifraga paniculata Mill.	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2305.000000	Saxifraga oppositifolia type	Saxifraga aizoides L.	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2305.000000	Saxifraga oppositifolia type	Saxifraga tricuspidata Rottb.	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2305.000000	Saxifraga oppositifolia type	Saxifraga oppositifolia L.	Species	Life > Kingdom > Phylum > Order > Family > Genus > Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2305.000000	Thalictrum alpinum	Thalictrum alpinum L.	Species	Life > Kingdom > Phylum > Order > Family > Genus > Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2305.000000	Tofieldia sp.	Tofieldia	Genus	Life > Kingdom > Phylum > Order > Family > Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2463.946000	Alnus sp.	Alnus	Genus	Life > Kingdom > Phylum > Order > Family > Genus	24.893620
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2463.946000	Artemisia sp.	Artemisia	Genus	Life > Kingdom > Phylum > Order > Family > Subfamily > Tribe > Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2463.946000	Betula sp.	Betula	Genus	Life > Kingdom > Phylum > Order > Family > Genus	43.750000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2463.946000	Botrychium sp.	Botrychium	Genus	Life > Kingdom > Phylum > Class > Order > Family > Subfamily > Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2463.946000	Campanula sp.	Campanula	Genus	Life > Kingdom > Phylum > Order > Family > Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2463.946000	Cerastium-Stellaria type	Stellaria longipes Goldie	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2463.946000	Cerastium-Stellaria type	Cerastium fontanum Baumg.	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2463.946000	Cerastium-Stellaria type	Cerastium alpinum L.	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2463.946000	Dryas type	Dryas	Genus	Life > Kingdom > Phylum > Order > Family > Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2463.946000	Dryopteris type	Polypodiaceae	Family	Life > Kingdom > Phylum > Class > Order > Family	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2463.946000	Euphrasia type	Rhinanthus	Genus	Life > Kingdom > Phylum > Order > Family > Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2463.946000	Euphrasia type	Euphrasia	Genus	Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2463.946000	Euphrasia type	Bartsia	Genus	Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2463.946000	Galium sp.	Galium	Genus	Life > Kingdom > Phylum > Order > Family > Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2463.946000	Gymnocarpium dryopteris	Gymnocarpium dryopteris (L.) Newman	Species	Species	2.222220
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2463.946000	Juniperus communis	Juniperus communis L.	Species	Life > Kingdom > Phylum > Class > Order > Family > Genus > Species	3.030300
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2463.946000	Luzula-Juncus	Juncus	Genus	Life > Kingdom > Phylum > Order > Family > Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2463.946000	Luzula-Juncus	Luzula	Genus	Life > Kingdom > Phylum > Order > Family > Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2463.946000	Lycopodium dubium	Lycopodium clavatum L.	Species	Life > Kingdom > Phylum > Class > Order > Family > Subfamily > Genus > Species	4.375000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2463.946000	Potentilla-Comarum type	Sibbaldia procumbens L.	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2463.946000	Potentilla-Comarum type	Comarum palustre L.	Species	Life > Kingdom > Phylum > Order > Family > Genus > Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2463.946000	Potentilla-Comarum type	Potentilla hyparctica Malte	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2463.946000	Potentilla-Comarum type	Potentilla nivea L.	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2463.946000	Potentilla-Comarum type	Potentilla hookeriana Lehm.	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2463.946000	Ranunculus sp.	Ranunculus	Genus	Life > Kingdom > Phylum > Order > Family > Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2463.946000	Rumex acetosella	Rumex acetosella L.	Species	Life > Kingdom > Phylum > Order > Family > Genus > Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2463.946000	Saxifraga oppositifolia type	Saxifraga paniculata Mill.	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2463.946000	Saxifraga oppositifolia type	Saxifraga aizoides L.	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2463.946000	Saxifraga oppositifolia type	Saxifraga tricuspidata Rottb.	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2463.946000	Saxifraga oppositifolia type	Saxifraga oppositifolia L.	Species	Life > Kingdom > Phylum > Order > Family > Genus > Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2463.946000	Thalictrum alpinum	Thalictrum alpinum L.	Species	Life > Kingdom > Phylum > Order > Family > Genus > Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2463.946000	Tofieldia sp.	Tofieldia	Genus	Life > Kingdom > Phylum > Order > Family > Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2694.591000	Alnus sp.	Alnus	Genus	Life > Kingdom > Phylum > Order > Family > Genus	30.638300
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2694.591000	Artemisia sp.	Artemisia	Genus	Life > Kingdom > Phylum > Order > Family > Subfamily > Tribe > Genus	1.111110
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2694.591000	Betula sp.	Betula	Genus	Life > Kingdom > Phylum > Order > Family > Genus	38.750000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2694.591000	Botrychium sp.	Botrychium	Genus	Life > Kingdom > Phylum > Class > Order > Family > Subfamily > Genus	0.555560
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2694.591000	Campanula sp.	Campanula	Genus	Life > Kingdom > Phylum > Order > Family > Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2694.591000	Cerastium-Stellaria type	Stellaria longipes Goldie	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2694.591000	Cerastium-Stellaria type	Cerastium fontanum Baumg.	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2694.591000	Cerastium-Stellaria type	Cerastium alpinum L.	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2694.591000	Dryas type	Dryas	Genus	Life > Kingdom > Phylum > Order > Family > Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2694.591000	Dryopteris type	Polypodiaceae	Family	Life > Kingdom > Phylum > Class > Order > Family	0.625000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2694.591000	Euphrasia type	Rhinanthus	Genus	Life > Kingdom > Phylum > Order > Family > Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2694.591000	Euphrasia type	Euphrasia	Genus	Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2694.591000	Euphrasia type	Bartsia	Genus	Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2694.591000	Galium sp.	Galium	Genus	Life > Kingdom > Phylum > Order > Family > Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2694.591000	Gymnocarpium dryopteris	Gymnocarpium dryopteris (L.) Newman	Species	Species	2.222220
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2694.591000	Juniperus communis	Juniperus communis L.	Species	Life > Kingdom > Phylum > Class > Order > Family > Genus > Species	2.424240
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2694.591000	Luzula-Juncus	Juncus	Genus	Life > Kingdom > Phylum > Order > Family > Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2694.591000	Luzula-Juncus	Luzula	Genus	Life > Kingdom > Phylum > Order > Family > Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2694.591000	Lycopodium dubium	Lycopodium clavatum L.	Species	Life > Kingdom > Phylum > Class > Order > Family > Subfamily > Genus > Species	4.375000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2694.591000	Potentilla-Comarum type	Sibbaldia procumbens L.	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2694.591000	Potentilla-Comarum type	Comarum palustre L.	Species	Life > Kingdom > Phylum > Order > Family > Genus > Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2694.591000	Potentilla-Comarum type	Potentilla hyparctica Malte	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2694.591000	Potentilla-Comarum type	Potentilla nivea L.	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2694.591000	Potentilla-Comarum type	Potentilla hookeriana Lehm.	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2694.591000	Ranunculus sp.	Ranunculus	Genus	Life > Kingdom > Phylum > Order > Family > Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2694.591000	Rumex acetosella	Rumex acetosella L.	Species	Life > Kingdom > Phylum > Order > Family > Genus > Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2694.591000	Saxifraga oppositifolia type	Saxifraga paniculata Mill.	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2694.591000	Saxifraga oppositifolia type	Saxifraga aizoides L.	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2694.591000	Saxifraga oppositifolia type	Saxifraga tricuspidata Rottb.	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2694.591000	Saxifraga oppositifolia type	Saxifraga oppositifolia L.	Species	Life > Kingdom > Phylum > Order > Family > Genus > Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2694.591000	Thalictrum alpinum	Thalictrum alpinum L.	Species	Life > Kingdom > Phylum > Order > Family > Genus > Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2694.591000	Tofieldia sp.	Tofieldia	Genus	Life > Kingdom > Phylum > Order > Family > Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2853.738000	Alnus sp.	Alnus	Genus	Life > Kingdom > Phylum > Order > Family > Genus	32.553190
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2853.738000	Artemisia sp.	Artemisia	Genus	Life > Kingdom > Phylum > Order > Family > Subfamily > Tribe > Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2853.738000	Betula sp.	Betula	Genus	Life > Kingdom > Phylum > Order > Family > Genus	41.875000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2853.738000	Botrychium sp.	Botrychium	Genus	Life > Kingdom > Phylum > Class > Order > Family > Subfamily > Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2853.738000	Campanula sp.	Campanula	Genus	Life > Kingdom > Phylum > Order > Family > Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2853.738000	Cerastium-Stellaria type	Stellaria longipes Goldie	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2853.738000	Cerastium-Stellaria type	Cerastium fontanum Baumg.	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2853.738000	Cerastium-Stellaria type	Cerastium alpinum L.	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2853.738000	Dryas type	Dryas	Genus	Life > Kingdom > Phylum > Order > Family > Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2853.738000	Dryopteris type	Polypodiaceae	Family	Life > Kingdom > Phylum > Class > Order > Family	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2853.738000	Euphrasia type	Rhinanthus	Genus	Life > Kingdom > Phylum > Order > Family > Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2853.738000	Euphrasia type	Euphrasia	Genus	Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2853.738000	Euphrasia type	Bartsia	Genus	Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2853.738000	Galium sp.	Galium	Genus	Life > Kingdom > Phylum > Order > Family > Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2853.738000	Gymnocarpium dryopteris	Gymnocarpium dryopteris (L.) Newman	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2853.738000	Juniperus communis	Juniperus communis L.	Species	Life > Kingdom > Phylum > Class > Order > Family > Genus > Species	2.424240
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2853.738000	Luzula-Juncus	Juncus	Genus	Life > Kingdom > Phylum > Order > Family > Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2853.738000	Luzula-Juncus	Luzula	Genus	Life > Kingdom > Phylum > Order > Family > Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2853.738000	Lycopodium dubium	Lycopodium clavatum L.	Species	Life > Kingdom > Phylum > Class > Order > Family > Subfamily > Genus > Species	2.500000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2853.738000	Potentilla-Comarum type	Sibbaldia procumbens L.	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2853.738000	Potentilla-Comarum type	Comarum palustre L.	Species	Life > Kingdom > Phylum > Order > Family > Genus > Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2853.738000	Potentilla-Comarum type	Potentilla hyparctica Malte	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2853.738000	Potentilla-Comarum type	Potentilla nivea L.	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2853.738000	Potentilla-Comarum type	Potentilla hookeriana Lehm.	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2853.738000	Ranunculus sp.	Ranunculus	Genus	Life > Kingdom > Phylum > Order > Family > Genus	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2853.738000	Rumex acetosella	Rumex acetosella L.	Species	Life > Kingdom > Phylum > Order > Family > Genus > Species	0.625000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2853.738000	Saxifraga oppositifolia type	Saxifraga paniculata Mill.	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2853.738000	Saxifraga oppositifolia type	Saxifraga aizoides L.	Species	Species	0.000000
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	Johannes Iversen Sø	64°24'00"N 50°12'00"W	2853.738000	Saxifraga oppositifolia type	Saxifraga tricuspidata Rottb.	Species	Species	0.000000
